Error: Release Year Invalid         - show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
Error: No Countries Listed          - s7551,Movie,My Wife and My Wifey,Moataz El Tony,,18-Apr-19,2014,TV-14,99 min,"Comedies,International Movies",A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.
Error: No Countries Listed          - s7563,Movie,National Lampoon's Loaded Weapon 1,Gene Quintano,,1-Nov-19,1993,PG-13,82 min,"Action & Adventure,Comedies,Independent Movies",In this parody of the Lethal Weapon franchise  criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily  loose-cannon cop Jack Colt and his by-the-book partner  Wes Luger  are on the case.
Error: No Countries Listed          - s7587,TV Show,"Nightmare Tenants, Slum Landlords",,," July 12, 2019",2016,TV-MA,2 Seasons,"British TV Shows,International TV Shows,Reality TV",The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.
Error: No Countries Listed          - s7625,TV Show,Nuestra Lucha Libre,,,15-Aug-18,2018,TV-MA,1 Season,"Docuseries,International TV Shows,Spanish-Language TV Shows",This documentary series lifts the mask on Mexican wrestling  diving into the daily lives of its stars  examining the sportÉ??s cultural impact and more.
Error: No Countries Listed          - s7633,TV Show,"O-Negative, Love CanÉ??t Be Designed",,,13-Apr-18,2016,TV-MA,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",Five schoolmates who share a blood type navigate the vagaries of friendship  love and university life.
Error: No Countries Listed          - s7646,Movie,Oh My Ghost 4,Poj Arnon,,25-Jul-18,2015,TV-MA,106 min,"Comedies,Horror Movies,International Movies",Ghosts wreak havoc at the old school  and a student communicates with the spirit while the team reckons with a power struggle.
Error: No Countries Listed          - s7674,Movie,Operation Odessa,Tiller Russell,,1-Apr-20,2018,TV-MA,93 min,Documentaries,A Russian mobster  a Cuban spy and a smooth operator from Miami scheme to sell a Soviet submarine to a Colombian drug cartel for $35 million.
Error: No Countries Listed          - s7734,Movie,Phamous,Karan Lalit Butani,,31-Dec-19,2018,TV-MA,108 min,"Dramas,International Movies,Thrillers",India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.
Error: No Countries Listed          - s7761,TV Show,Power Battle Watch Car,,,1-Jun-17,2016,TV-Y7,1 Season,"Kids' TV,Korean TV Shows",Jino and his Watch Car  Bluewill  compete in the Battle League to become world champions. Meanwhile  a dark force threatens to destroy them all.
Error: No Countries Listed          - s7763,TV Show,Power Rangers Dino Super Charge,,,15-Oct-16,2016,TV-Y7,1 Season,Kids' TV,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.
Error: No Countries Listed          - s7778,TV Show,Power Rangers Super Megaforce,,,1-Jan-16,2014,TV-Y7,1 Season,Kids' TV,Armed with a key that allows them to morph into any team of Legendary Rangers from the past  the Super Megaforce Rangers fight ruthless Prince Vekar.
Error: No Countries Listed          - s7780,TV Show,Power Rangers Super Samurai,,,1-Jan-16,2012,TV-Y7,1 Season,Kids' TV,The Samurai Power Rangers continue their battle against the evil Master Xandred  who has now joined forces with the malevolent Serrator.
Error: No Countries Listed          - s7796,TV Show,Prince Jai Aur Dumdaar Viru,Bhavik Thakore,,18-Oct-20,2017,TV-Y,1 Season,"Kids' TV,TV Comedies",A prince and a commoner who are best friends keep having to thwart the plots of the prince's scheming  ambitious minister.
Error: No Countries Listed          - s7813,TV Show,Queens of Comedy,,,1-May-18,2017,TV-MA,1 Season,"International TV Shows,Stand-Up Comedy & Talk Shows,TV Comedies",Eight women perform in front of celebrity judges and compete for the title of IndiaÉ??s top female stand-up comedian.
Error: No Countries Listed          - s7814,TV Show,Queens vs. Kings,,,25-Oct-18,2018,TV-14,1 Season,"Stand-Up Comedy & Talk Shows,TV Comedies","No ""ism"" is left unturned in this celebrity game show that battles stereotypes and sexism by pitting male and female comedians against each other."
Error: No Countries Listed          - s7816,TV Show,Rab Se Sohna Isshq,,,1-Jun-17,2012,TV-14,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",A complex love triangle goes horribly wrong in this epic  multigenerational saga involving romance  revenge  mistaken identity and amnesia.
Error: No Countries Listed          - s7839,TV Show,Reality of Dream,,,31-Jul-18,2015,TV-MA,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",Five friends from college chase their post-grad dreams of becoming a successful writer  film director  singer  rich wife and out-and-proud hair stylist.
Error: No Countries Listed          - s7849,Movie,Refugee,"Clementine Malpas, Leslie Knott",,10-Mar-17,2016,TV-PG,24 min,Documentaries,Five acclaimed photographers travel the world to provide detailed insight into the difficult conditions faced by refugees who dream of a better life.
Error: No Countries Listed          - s7863,TV Show,Revenge,,,2-May-19,2017,TV-MA,1 Season,"Crime TV Shows,International TV Shows,TV Dramas",After a mother and her daughter are gang-raped by seven men  the daughter suffers a mental breakdown  and the single mom sets out to get revenge.
Error: No Countries Listed          - s7894,Movie,Roots,Shweta Basu Prasad,,1-Nov-17,2016,TV-PG,62 min,"Documentaries,International Movies,Music & Musicals",This documentary explores the rich heritage of Indian classical music and the reasons behind its modern decline in popularity.
Error: No Countries Listed          - s7930,Movie,Samudri Lootere,Anirban Majumder,,18-Jun-19,2018,TV-Y,65 min,Children & Family Movies,The kingÉ??s ship has been taken over by seemingly fearless pirates! Can Bheem find the one thing that might scare them away?
Error: No Countries Listed          - s7943,TV Show,Satrangi,,,1-Apr-17,2014,TV-PG,1 Season,"Docuseries,International TV Shows",Young musicians from 13 states in India demonstrate their cultural heritage by performing regional folk music using traditional instruments.
Error: No Countries Listed          - s8110,TV Show,Strongland,,,18-Jan-19,2018,TV-PG,1 Season,"Docuseries,International TV Shows",From Spain's countryside to Scotland's stony terrain  this collection of uplifting documentaries explores the cultural roots of great strongman traditions.
Error: No Countries Listed          - s8138,TV Show,Swami Baba Ramdev: The Untold Story,,,1-May-18,2018,TV-14,1 Season,"International TV Shows,TV Dramas",Born into poverty and denied an education  a village boy overcomes societyÉ??s obstacles to become IndiaÉ??s foremost spiritual guru  revered by millions.
Error: No Countries Listed          - s8161,Movie,Teenage Mutant Ninja Turtles: The Movie,Steve Barron,,1-Jan-20,1990,PG,94 min,"Action & Adventure,Comedies",After exposure to a strange  glowing ooze  four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.
Error: No Countries Listed          - s8181,TV Show,The Adjusters,,,18-Sep-17,2010,TV-PG,2 Seasons,"International TV Shows,TV Dramas",An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague  unaware that someone he trusts is toying with him.
Error: No Countries Listed          - s8200,TV Show,The Bachelor,,,1-Dec-19,2009,TV-14,1 Season,"Reality TV,Romantic TV Shows",A single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love.
Error: No Countries Listed          - s8207,TV Show,The Beat,,,18-Sep-17,2012,TV-MA,1 Season,"International TV Shows,TV Dramas",The artistic pursuits of two childhood friends  an aspiring singer and a talented dancer  lead them to four other 20-somethings in a drumming group.
Error: No Countries Listed          - s8231,Movie,The Bulbul's Nest,Husam El-Gohari,,9-May-19,2013,TV-MA,96 min,"Comedies,International Movies",A taxi driver longs to be a pop singer  but the road to stardom is wrought with competition and struggle until he befriends a helpful belly dancer.
Error: No Countries Listed          - s8329,Movie,The Gospel of Mark,David Batty,,19-Oct-18,2015,TV-14,123 min,"Dramas,Faith & Spirituality",See Jesus from a disciple's point of view in this first-ever  word-for-word film adaptation of the Gospel of Mark  lauded for its historical accuracy.
Error: No Countries Listed          - s8330,Movie,The Gospel of Matthew,David Batty,,19-Oct-18,2014,TV-14,190 min,"Dramas,Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
Error: No Countries Listed          - s8348,TV Show,The Homecoming,,,2-Jun-17,2015,TV-PG,1 Season,"International TV Shows,Korean TV Shows,Reality TV","Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries  including China  Nepal  Italy  Canada and France."
Error: No Countries Listed          - s8369,TV Show,The Irish Mob,,,1-Dec-16,2008,TV-MA,1 Season,"Crime TV Shows,Docuseries",This documentary crime series charts the rise of the Irish Mob in America  from urban immigrant poverty to political power and wealth.
Error: No Countries Listed          - s8377,TV Show,The Kindness Diaries,,,1-May-19,2019,TV-PG,1 Season,Reality TV,Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers  which he pays back in unexpected  inspiring ways.
Error: No Countries Listed          - s8393,TV Show,The Liar,,,21-Oct-17,2013,TV-14,1 Season,"Crime TV Shows,International TV Shows,TV Dramas",At the CARE detective agency  investigators see a lot of action but must always keep their cases secret  even when it affects their personal lives.
Error: No Countries Listed          - s8434,Movie,The Naked Gun 2 1/2: The Smell of Fear,David Zucker,,1-Jan-20,1991,PG-13,85 min,Comedies,Bumbling cop Frank Drebin is out to foil the big boys in the energy industry  who intend to suppress technology that would put them out of business.
Error: No Countries Listed          - s8451,Movie,The Perfect Day,Jean-Pierre Devillers,,1-Sep-18,2018,TV-14,93 min,"Documentaries,International Movies,Sports Movies",French soccer fans  celebrities and athletes retrace the exhilarating events of July 12  1998  as France earned a historic win in the World Cup final.
Error: No Countries Listed          - s8482,Movie,The Republic of Imbaba,Ahmed Al-Badry,,6-Jun-19,2015,TV-14,90 min,"Dramas,International Movies",Living on the edges of CairoÉ??s Embabah neighborhood  several residents seek to better their circumstances following the January 25 Revolution.
Error: No Countries Listed          - s8545,TV Show,The Underwear,,,19-Jun-18,2017,TV-MA,1 Season,"International TV Shows,TV Dramas,Teen TV Shows",Virtual and real worlds collide as a group of teenagers who are grappling with matters of the heart cross paths in a cafe and on an anonymous website.
Error: No Countries Listed          - s8586,Movie,Three-Quarters Decent,Mohamed Hamdy,,20-Jun-19,2010,TV-14,96 min,"Comedies,Dramas,International Movies",Determined to fight corruption in his country  a newspaper cartoonist debuts a new take-no-prisoners attitude.
Error: No Countries Listed          - s8593,TV Show,Timeless Season,,,18-Sep-17,2009,TV-14,1 Season,"International TV Shows,TV Dramas",A decade after college  a wake reunites five female friends struggling with illness  infidelity  toxic in-laws  spousal abuse and other life issues.
Error: No Countries Listed          - s8594,TV Show,Timeline,,,23-Feb-18,2014,TV-14,1 Season,"Crime TV Shows,Docuseries,International TV Shows",Firsthand accounts  re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past.
Error: No Countries Listed          - s8603,Movie,Tom and Jerry: The Magic Ring,Phil Roman,,15-Dec-19,2001,TV-Y7,60 min,"Children & Family Movies,Comedies",When a young wizard leaves Tom to guard his priceless magic ring  Jerry gets the ring stuck on his head  igniting a series of slapstick antics.
Error: No Countries Listed          - s8610,TV Show,Towies,,,27-Dec-17,2016,TV-MA,1 Season,"International TV Shows,Reality TV",Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters.
Error: No Countries Listed          - s8623,Movie,Tremors 2: Aftershocks,S.S. Wilson,,1-Jan-20,1995,PG-13,100 min,"Comedies,Horror Movies,Sci-Fi & Fantasy",A rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of Mexico.
Error: No Countries Listed          - s8680,TV Show,ViR: The Robot Boy,,,31-Mar-18,2013,TV-Y7,2 Seasons,Kids' TV,Humanoid robot boy ViR lives with his inventor  Dr. Prem Sahay  and  with his best friends  is always ready to use his superpowers to save the day.
